character,move,base_damage,damage,angle,bkb,kbg,launch_angle,hitstun
Mega Man,Bair (Hit 3),5,5.25,361,30,180,10.69582686,25
Mega Man,Uair (Early),3,3.15,92,70,100,92,28
Mega Man,Uair,2,2.1,92,80,100,92,31
Mega Man,Uair (Late),1,1.05,92,80,100,92,31
Mega Man,Uair (Final Hit),2,2.1,92,5,260,92,20
Mega Man,Dair,14,14.7,361,5,90,0,14
Mega Man,Dair (Late) (Hitbox 1),12,12.6,270,5,90,270,12
Mega Man,Dair (Late) (Hitbox 2),12,12.6,45,5,90,45,12
Mega Man,Metal Blade,3,3.15,0,0,0,0,0
Mega Man,Metal Blade (Thrown Back),3,3.15,0,0,0,0,0
Mega Man,Crash Bomber (Bomb),0,0,0,5,0,0,1
Mega Man,Crash Bomber (Explosion),1,1.05,361,11,15,0,4
Mega Man,"Crash Bomber (Explosion, Final Hit)",4,4.2,40,120,70,40,52
Mega Man,Leaf Shield,2,2.1,361,14,22,0,6
Mega Man,Leaf Shield (Thrown),3.8,3.99,65,50,70,65,24
Meta Knight,Rapid Jab,1.2,1.26,60,8,30,60,4
Meta Knight,Rapid Jab Finisher,2,2.1,361,60,140,37.28784783,33
Meta Knight,Dash Attack (Hitbox 1),6,6.3,60,70,90,60,34
Meta Knight,Dash Attack (Hitbox 2),6,6.3,70,70,90,70,34
Meta Knight,Dash Attack (Hitbox 3),5,5.25,80,70,90,80,34
Meta Knight,Ftilt 1 (Hitbox 1),2,2.1,68,8,88,68,8
Meta Knight,Ftilt 1 (Hitbox 2),2,2.1,85,8,88,85,8
Meta Knight,Ftilt 2 (Hitbox 1),2,2.1,60,8,88,60,8
Meta Knight,Ftilt 2 (Hitbox 2),2,2.1,80,8,88,80,8
Meta Knight,Ftilt 3,4,4.2,361,80,107,40,39
Meta Knight,Utilt (Hitbox 1),7,7.35,95,60,90,95,31
Meta Knight,Utilt (Hitbox 2),5,5.25,95,60,90,95,30
Meta Knight,Utilt (Late) (Hitbox 1),7,7.35,95,60,90,95,31
Meta Knight,Utilt (Late) (Hitbox 2),6,6.3,85,35,120,85,23
Meta Knight,Dtilt,5,5.25,361,15,88,0,12
Meta Knight,Fsmash (Hitbox 1),16,16.8,361,30,108,20.88673789,28
Meta Knight,Fsmash (Hitbox 2),16,16.8,361,30,98,14.98452671,27
Meta Knight,Usmash (Hit 1) (Hitbox 1),3,3.15,366,20,100,366,12
Meta Knight,Usmash (Hit 1) (Hitbox 2),3,3.15,135,25,100,135,14
Meta Knight,Usmash (Hit 1) (Hitbox 3),3,3.15,135,25,100,135,14
Meta Knight,Usmash (Hit 1) (Hitbox 4),3,3.15,135,30,100,135,18
Meta Knight,Usmash (Hit 2) (Hitbox 1),2,2.1,366,20,100,366,12
Meta Knight,Usmash (Hit 2) (Hitbox 2),2,2.1,135,25,100,135,14
Meta Knight,Usmash (Hit 2) (Hitbox 3),2,2.1,135,25,100,135,14
Meta Knight,Usmash (Hit 2) (Hitbox 4),2,2.1,135,30,100,135,18
Meta Knight,Usmash (Hit 2) (Hitbox 5),2,2.1,135,20,100,135,14
Meta Knight,Usmash (Hit 2) (Hitbox 6),2,2.1,135,20,100,135,14
Meta Knight,Usmash (Hit 3) (Hitbox 1),4,4.2,85,65,166,85,38
Meta Knight,Usmash (Hit 3) (Hitbox 2),4,4.2,85,65,166,85,38
Meta Knight,Usmash (Hit 3) (Hitbox 3),4,4.2,90,65,166,90,38
Meta Knight,"Dsmash (Not Buffered, Hit 1)",7,7.35,35,32,93,35,20
Meta Knight,"Dsmash (Not Buffered, Hit 2)",10,10.5,35,32,93,35,22
Meta Knight,"Dsmash (Buffered, Hit 1)",7,7.35,35,32,93,35,20
Meta Knight,"Dsmash (Buffered, Hit 2)",10,10.5,35,32,93,35,22
Meta Knight,Fthrow,3,3.15,65,50,140,65,31
Meta Knight,Bthrow,3,3.15,45,60,140,45,35
Meta Knight,Uthrow,10,10.5,77,70,70,77,34
Meta Knight,Dthrow,2,2.1,60,50,170,60,32
Meta Knight,Nair,10,10.5,361,40,100,11.00970497,26
Meta Knight,Nair (Late),7.5,7.875,361,40,100,5.370948175,24
Meta Knight,Fair (Hits 1-2) (Hitbox 1),1.5,1.575,85,40,100,85,18
Meta Knight,Fair (Hits 1-2) (Hitbox 2),1.5,1.575,85,40,100,85,18
Meta Knight,Fair (Hits 1-2) (Hitbox 3),2.2,2.31,361,30,130,0,20
Meta Knight,Fair (Hits 1-2) (Hitbox 4),2.2,2.31,361,30,130,0,20
Meta Knight,Fair (Hit 3),3,3.15,48,60,140,48,33
Meta Knight,Bair (Hits 1-2) (Hitbox 1),1.5,1.575,366,90,100,366,34
Meta Knight,Bair (Hits 1-2) (Hitbox 2),1.5,1.575,366,90,100,366,34
Meta Knight,Bair (Hits 1-2) (Hitbox 3),2.2,2.31,45,40,130,45,24
Meta Knight,Bair (Hits 1-2) (Hitbox 4),2.2,2.31,45,40,130,45,24
Meta Knight,Bair (Hit 3),4,4.2,361,30,212,17.52216894,27
Meta Knight,Uair (Hitbox 1),4,4.2,69,30,128,69,21
Meta Knight,Uair (Hitbox 2),4,4.2,69,30,128,69,21
Meta Knight,Uair (Hitbox 3),4,4.2,52,30,128,52,21
Meta Knight,Dair (Hitbox 1),6,6.3,35,30,108,35,20
Meta Knight,Dair (Hitbox 2),6,6.3,50,30,108,50,20
Meta Knight,Dair (Hitbox 3),6,6.3,50,30,108,50,20
Meta Knight,Mach Tornado (Hitbox 1),1,1.05,90,10,100,90,10
Meta Knight,Mach Tornado (Hitbox 2),1,1.05,366,10,100,366,10
Meta Knight,Mach Tornado (Final Hit),3,3.15,70,55,170,70,34
Meta Knight,Drill Rush (Hitbox 1),1,1.05,0,30,50,0,7
Meta Knight,Drill Rush (Hitbox 2),1,1.05,30,30,50,30,7
Meta Knight,Drill Rush (Hitbox 3),1,1.05,361,60,50,13.02919449,26
Meta Knight,Drill Rush (Hitbox 4),1,1.05,366,100,50,366,42
Meta Knight,Drill Rush (Hitbox 5),1,1.05,366,70,50,366,30
Meta Knight,Drill Rush (Hitbox 6),1,1.05,366,70,50,366,30
Meta Knight,Drill Rush (Hitbox 1),1,1.05,50,40,45,50,18
Meta Knight,Drill Rush (Hitbox 2),1,1.05,366,70,50,366,30
Meta Knight,Drill Rush (Hitbox 3),1,1.05,366,70,50,366,30
Meta Knight,Drill Rush (Final Hit),3,3.15,60,40,200,60,30
Meta Knight,"Shuttle Loop (Grounded, Hit 1) (Hitbox 1)",9,9.45,86,130,10,86,52
Meta Knight,"Shuttle Loop (Grounded, Hit 1) (Hitbox 2)",9,9.45,88,127,10,88,50
Meta Knight,"Shuttle Loop (Grounded, Hit 1) (Hitbox 3)",9,9.45,86,98,10,86,39
Meta Knight,"Shuttle Loop (Grounded, Hit 1) (Hitbox 4)",9,9.45,88,98,10,88,39
Meta Knight,"Shuttle Loop (Grounded, Hit 1, Late)",6,6.3,86,90,10,86,35
Meta Knight,"Shuttle Loop (Grounded, Hit 2)",6,6.3,80,55,130,80,32
Meta Knight,"Shuttle Loop (Aerial, Hit 1) (Hitbox 1)",6,6.3,86,120,10,86,47
Meta Knight,"Shuttle Loop (Aerial, Hit 1) (Hitbox 2)",6,6.3,86,70,10,86,27
Meta Knight,"Shuttle Loop (Aerial, Hit 2)",6,6.3,80,55,118,80,31
Meta Knight,Dimensional Cape (Attack) (Hitbox 1),16,16.8,0,0,0,0,0
Meta Knight,Dimensional Cape (Attack) (Hitbox 2),15,15.75,0,0,0,0,0
Meta Knight,Dimensional Cape (Attack) (Hitbox 3),14,14.7,0,0,0,0,0
Mewtwo,Jab 1 (Hitbox 1),4,4.2,76,50,20,76,20
Mewtwo,Jab 1 (Hitbox 2),4,4.2,70,20,60,70,11
Mewtwo,Rapid Jab Finisher,2,2.1,361,82,100,40,39
Mewtwo,Dash Attack (Hitbox 1),10,10.5,60,80,70,60,38
Mewtwo,Dash Attack (Hitbox 2),9,9.45,70,80,60,70,37
Mewtwo,Dash Attack (Late) (Hitbox 1),6,6.3,70,80,70,70,37
Mewtwo,Dash Attack (Late) (Hitbox 2),4,4.2,80,80,60,80,35
Mewtwo,Ftilt (All Angles) (Hitbox 1),10,10.5,361,20,100,0,18
Mewtwo,Ftilt (All Angles) (Hitbox 2),9,9.45,361,20,100,0,17
Mewtwo,Ftilt (All Angles) (Hitbox 3),8,8.4,361,20,100,0,16
Mewtwo,Utilt (Hitbox 1),6,6.3,110,70,114,110,36
Mewtwo,Utilt (Hitbox 2),5,5.25,110,60,114,110,32
Mewtwo,Utilt (Hitbox 3),4.5,4.725,361,50,80,8.984100155,25
Mewtwo,Utilt (Hitbox 4),4.5,4.725,110,50,50,110,23
Mewtwo,Utilt (Late) (Hitbox 1),5,5.25,78,60,114,78,32
Mewtwo,Utilt (Late) (Hitbox 2),4,4.2,78,50,114,78,28
Mewtwo,Utilt (Late) (Hitbox 3),3,3.15,78,40,114,78,23
Mewtwo,Dtilt (Hitbox 1),5,5.25,80,60,82,80,29
Mewtwo,Dtilt (Hitbox 2),4.5,4.725,70,65,84,70,31
Mewtwo,Dtilt (Hitbox 3),4,4.2,60,60,70,60,28
Mewtwo,Fsmash (Hitbox 1),16,16.8,361,30,90,10.26275776,25
Mewtwo,Fsmash (Hitbox 2),19,19.95,361,21,85,5.375507958,24
Mewtwo,Usmash (Hit 1),1,1.05,100,90,100,100,34
Mewtwo,Usmash (Hits 2-6) (Hitbox 1),1,1.05,170,18,100,170,12
Mewtwo,Usmash (Hits 2-6) (Hitbox 2),1,1.05,170,18,100,170,12
Mewtwo,Usmash (Hits 2-6) (Hitbox 3),1,1.05,95,40,100,95,18
Mewtwo,Usmash (Hits 2-6) (Hitbox 4),1,1.05,270,5,100,270,8
Mewtwo,Usmash (Hit 7) (Hitbox 1),10,10.5,80,60,107,80,34
Mewtwo,Usmash (Hit 7) (Hitbox 2),10,10.5,80,60,107,80,34
Mewtwo,Usmash (Hit 7) (Hitbox 3),10,10.5,90,60,107,90,34
Mewtwo,Usmash (Hit 7) (Hitbox 4),10,10.5,90,60,107,90,34
Mewtwo,Dsmash,15,15.75,55,20,118,55,25
Mewtwo,Fthrow,2,2.1,0,0,0,0,0
Mewtwo,Bthrow,10,10.5,47,70,75,47,35
Mewtwo,Uthrow,12,12.6,90,72,65,90,36
Mewtwo,Dthrow,5,5.25,74,65,50,74,29
Mewtwo,Nair (Hits 1-4) (Hitbox 1),1,1.05,185,22,100,185,13
Mewtwo,Nair (Hits 1-4) (Hitbox 2),1,1.05,185,22,100,185,13
Mewtwo,Nair (Hits 1-4) (Hitbox 3),1,1.05,110,46,100,110,20
Mewtwo,Nair (Hits 1-4) (Hitbox 4),1,1.05,110,46,100,110,20
Mewtwo,Nair (Hits 1-4) (Hitbox 5),1,1.05,110,20,100,110,14
Mewtwo,Nair (Hits 5-8) (Hitbox 1),1,1.05,185,22,100,185,13
Mewtwo,Nair (Hits 5-8) (Hitbox 2),1,1.05,185,22,100,185,13
Mewtwo,Nair (Hits 5-8) (Hitbox 3),1,1.05,110,46,100,110,20
Mewtwo,Nair (Hits 5-8) (Hitbox 4),1,1.05,110,46,100,110,20
Mewtwo,Nair (Hits 5-8) (Hitbox 5),1,1.05,110,20,100,110,14
Mewtwo,Nair (Hit 9),4,4.2,361,40,110,2.757459627,23
Mewtwo,Fair,13,13.65,50,40,100,50,28
Mewtwo,Bair (Hitbox 1),13,13.65,361,20,90,0,19
Mewtwo,Bair (Hitbox 2),11,11.55,361,20,90,0,17
Mewtwo,Bair (Hitbox 3),9,9.45,361,20,90,0,16
Mewtwo,Uair (Hitbox 1),11,11.55,72,40,97,72,26
Mewtwo,Uair (Hitbox 2),10,10.5,65,40,97,65,25
Mewtwo,Uair (Hitbox 3),9,9.45,55,40,97,55,25
Mewtwo,Dair (Hitbox 1),15,15.75,270,10,100,270,18
Mewtwo,Dair (Hitbox 2),14,14.7,70,20,98,70,21
Mewtwo,Confusion,1,1.05,0,0,0,0,0
Mewtwo,Disable,1,1.05,0,0,0,0,0
Mii Brawler,Jab 1 (Hitbox 1),3,3.15,45,10,100,45,9
Mii Brawler,Jab 1 (Hitbox 2),3,3.15,80,15,100,80,11
Mii Brawler,Jab 2 (Hitbox 1),2,2.1,94,25,100,94,14
Mii Brawler,Jab 2 (Hitbox 2),2,2.1,45,15,100,45,11
Mii Brawler,Jab 2 (Hitbox 3),2,2.1,45,15,100,45,11
Mii Brawler,Rapid Jab Finisher,2,2.1,45,130,65,45,55
Mii Brawler,Dash Attack,11,11.55,60,100,50,60,44
Mii Brawler,Dash Attack (Late),6,6.3,60,100,40,60,42
Mii Brawler,Ftilt (High) (Hitbox 1),8.5,8.925,361,12,100,0,13
Mii Brawler,Ftilt (High) (Hitbox 2),7.5,7.875,361,12,100,0,13
Mii Brawler,Ftilt (Hitbox 1),8,8.4,361,12,100,0,13
Mii Brawler,Ftilt (Hitbox 2),7,7.35,361,12,100,0,13
Mii Brawler,Ftilt (Low) (Hitbox 1),8.3,8.715,361,12,100,0,13
Mii Brawler,Ftilt (Low) (Hitbox 2),7.3,7.665,361,12,100,0,13
Mii Brawler,Utilt,6,6.3,96,28,130,96,21
Mii Brawler,Dtilt,8,8.4,80,50,90,80,27
Mii Brawler,Fsmash (All Angles),18,18.9,361,30,100,24.49877329,29
Mii Brawler,Usmash,14,14.7,84,32,93,84,25
Mii Brawler,Usmash (Late),10,10.5,84,32,93,84,22
Mii Brawler,Dsmash (Hitbox 1),13,13.65,32,38,80,32,25
Mii Brawler,Dsmash (Hitbox 2),13,13.65,35,50,83,35,30
Mii Brawler,Fthrow,9,9.45,45,60,65,45,29
Mii Brawler,Bthrow,5,5.25,45,70,60,45,32
Mii Brawler,Uthrow,8,8.4,93,100,30,93,41
Mii Brawler,Dthrow,4,4.2,80,65,100,80,33
Mii Brawler,Nair,10,10.5,361,20,100,0,18
Mii Brawler,Nair (Late),5,5.25,361,20,90,0,14
Mii Brawler,Fair (Hit 1),4,4.2,366,40,100,366,22
Mii Brawler,Fair (Hit 2),5,5.25,40,35,100,40,21
Mii Brawler,Bair,10,10.5,361,10,100,0,14
Mii Brawler,Uair,8,8.4,75,9,100,75,12
Mii Brawler,Dair (Hitbox 1),13,13.65,270,10,80,270,13
Mii Brawler,Dair (Hitbox 2),13,13.65,70,30,100,70,24
Mii Brawler,Dair (Late),12,12.6,361,30,100,2.27757764,23
Mii Brawler,Neutral 1: Shot Put,15,15.75,67,50,64,67,28
Mii Brawler,"Neutral 2: Ultimate Uppercut (No Charge, Ground)",8,8.4,80,40,100,80,24
Mii Brawler,"Neutral 2: Ultimate Uppercut (No Charge, Ground, Late)",5,5.25,80,20,82,80,13
Mii Brawler,Neutral 2: Ultimate Uppercut (Full Charge),23,24.15,85,32,80,85,32
Mii Brawler,"Neutral 2: Ultimate Uppercut (Full Charge, Late)",16,16.8,85,25,83,85,22
Mii Brawler,"Neutral 2: Ultimate Uppercut (No Charge, Air)",6.4,6.72,80,40,100,80,23
Mii Brawler,"Neutral 2: Ultimate Uppercut (No Charge, Air, Late)",4,4.2,80,20,66,80,12
Mii Brawler,"Neutral 2: Ultimate Uppercut (Full Charge, Air)",16.1,16.905,85,32,70,85,23
Mii Brawler,"Neutral 2: Ultimate Uppercut (Full Charge, Air, Late)",11.2,11.76,85,25,70,85,17
Mii Brawler,Neutral 3: Exploding Side Kick,25,26.25,361,35,79,40,35
Mii Brawler,Neutral 3: Exploding Side Kick (Aerial),21.25,22.3125,361,35,79,29.75689241,31
Mii Brawler,Neutral 3: Exploding Side Kick (B-Reversed),27,28.35,361,35,79,40,38
Mii Brawler,"Neutral 3: Exploding Side Kick (B-Reversed, Aerial)",22.950001,24.09750105,361,35,79,36.93992499,33
Mii Brawler,"Side 1: Onslaught (Attack, Ground) (Hitbox 1)",1.2,1.26,95,10,100,95,9
Mii Brawler,"Side 1: Onslaught (Attack, Ground) (Hitbox 2)",1.2,1.26,366,10,100,366,9
Mii Brawler,"Side 1: Onslaught (Attack, Ground)",1.2,1.26,75,50,100,75,22
Mii Brawler,"Side 1: Onslaught (Final Hit, Ground)",4,4.2,80,60,175,80,36
Mii Brawler,"Side 1: Onslaught (Inert Hitbox, Aerial)",0,0,50,0,0,50,0
Mii Brawler,"Side 1: Onslaught (Attack, Aerial) (Hitbox 1)",1,1.05,95,10,1000,95,107
Mii Brawler,"Side 1: Onslaught (Attack, Aerial) (Hitbox 2)",1,1.05,366,10,1000,366,107
Mii Brawler,"Side 1: Onslaught (Attack, Aerial)",1,1.05,60,70,100,60,28
Mii Brawler,"Side 1: Onslaught (Final Hit, Aerial)",4,4.2,80,60,160,80,35
Mii Brawler,Side 2: Burning Dropkick (No Charge),7,7.35,361,60,85,28.04013063,30
Mii Brawler,"Side 2: Burning Dropkick (No Charge, Late)",7,7.35,361,50,78,11.44522911,26
Mii Brawler,Side 2: Burning Dropkick (Full Charge),7,7.35,361,50,78,11.44522911,26
Mii Brawler,"Side 2: Burning Dropkick (Full Charge, Late)",7,7.35,361,50,78,11.44522911,26
Mii Brawler,Side 3: Headache Maker (Hitbox 1),13,13.65,45,30,120,45,27
Mii Brawler,Side 3: Headache Maker (Hitbox 2),10,10.5,270,30,100,270,22
Mii Brawler,Side 3: Headache Maker (Hitbox 3),13,13.65,45,30,120,45,27
Mii Brawler,Side 3: Headache Maker (Late),9,9.45,45,30,110,45,22
Mii Brawler,Side 3: Headache Maker (Landing),4,4.2,361,60,100,28.48080745,30
Mii Brawler,Up 1: Soaring Axe Kick (Landing),4,4.2,45,45,170,45,30
Mii Brawler,"Up 2: Helicopter Kick (Ground, Hit 1)",3,3.15,75,70,100,75,28
Mii Brawler,"Up 2: Helicopter Kick (Ground, Hit 6)",6,6.3,55,60,155,55,36
Mii Brawler,"Up 2: Helicopter Kick (Aerial, Hit 6)",6,6.3,43,60,150,43,36
Mii Brawler,Up 3: Piston Punch (Hit 1) (Hitbox 1),3,3.15,110,150,100,110,52
Mii Brawler,Up 3: Piston Punch (Hit 1) (Hitbox 2),3,3.15,110,30,100,110,15
Mii Brawler,Up 3: Piston Punch (Hits 2-3) (Hitbox 1),1,1.05,366,120,100,366,43
Mii Brawler,Up 3: Piston Punch (Hits 2-3) (Hitbox 2),1,1.05,110,120,100,110,43
Mii Brawler,Up 3: Piston Punch (Hits 4-7) (Hitbox 1),1,1.05,366,150,100,366,52
Mii Brawler,Up 3: Piston Punch (Hits 4-7) (Hitbox 2),1,1.05,95,150,100,95,52
Mii Brawler,Up 3: Piston Punch (Hit 8),2,2.1,89,74,180,89,42
Mii Brawler,Down 1: Head-On Assault (Hit 1) (Hitbox 1),4,4.2,0,53,10,0,20
Mii Brawler,Down 1: Head-On Assault (Hit 1) (Hitbox 2),4,4.2,0,43,10,0,16
Mii Brawler,Down 1: Head-On Assault (Falling) (Hitbox 1),8,8.4,270,25,120,270,20
Mii Brawler,Down 1: Head-On Assault (Falling) (Hitbox 2),8,8.4,361,30,50,0,15
Mii Brawler,Down 1: Head-On Assault (Landing) (Hitbox 1),8,8.4,361,50,110,24.164,29
Mii Brawler,Down 1: Head-On Assault (Landing) (Hitbox 2),8,8.4,60,40,113,60,26
Mii Brawler,Down 2: Feint Jump (Attack) (Hitbox 1),10,10.5,35,35,100,35,24
Mii Brawler,Down 2: Feint Jump (Attack) (Hitbox 2),10,10.5,60,35,100,60,24
Mii Brawler,"Down 3: Foot Flurry (Ground, Hits 1-7) (Hitbox 1)",1,1.05,12,70,100,12,28
Mii Brawler,"Down 3: Foot Flurry (Ground, Hits 1-7) (Hitbox 2)",1,1.05,12,120,100,12,43
Mii Brawler,"Down 3: Foot Flurry (Ground, Hits 1-7) (Hitbox 3)",1,1.05,10,50,100,10,22
Mii Brawler,"Down 3: Foot Flurry (Ground, Hit 8)",6,6.3,55,50,150,55,32
Mii Brawler,"Down 3: Foot Flurry (Aerial, Hits 1-6) (Hitbox 1)",1,1.05,130,40,100,130,18
Mii Brawler,"Down 3: Foot Flurry (Aerial, Hits 1-6) (Hitbox 2)",1,1.05,230,40,100,230,18
Mii Brawler,"Down 3: Foot Flurry (Final Hit, Air)",6,6.3,55,50,140,55,31
Mii Gunner,Jab 1 (Hitbox 1),2,2.1,65,30,50,65,14
Mii Gunner,Jab 1 (Hitbox 2),2,2.1,94,30,50,94,14
Mii Gunner,Jab 1 (Hitbox 3),2,2.1,60,30,50,60,14
Mii Gunner,Jab 2 (Hitbox 1),2,2.1,83,38,28,83,16
Mii Gunner,Jab 2 (Hitbox 2),2,2.1,70,38,28,70,16
Mii Gunner,Jab 2 (Hitbox 3),2,2.1,45,38,28,45,16
Mii Gunner,Jab 3 (Hit 1) (Hitbox 1),1,1.05,350,20,100,350,12
Mii Gunner,Jab 3 (Hit 1) (Hitbox 2),1,1.05,90,20,100,90,12
Mii Gunner,Jab 3 (Hit 2),4,4.2,361,40,110,2.757459627,23
Mii Gunner,Dash Attack,10,10.5,60,80,70,60,38
Mii Gunner,Ftilt (Early),9,9.45,361,30,100,0,21
Mii Gunner,Ftilt,0,0,361,30,100,0,0
Mii Gunner,Ftilt (Late),6,6.3,361,30,100,0,19
Mii Gunner,Utilt (Hitbox 1),10,10.5,95,50,100,95,30
Mii Gunner,Utilt (Hitbox 2),9,9.45,90,50,80,90,27
Mii Gunner,Utilt (Late),8,8.4,95,50,70,95,25
Mii Gunner,Dtilt,14,14.7,80,80,60,80,39
Mii Gunner,Fsmash (Hitbox 1),0.8,0.84,80,5,100,80,8
Mii Gunner,Fsmash (Hitbox 2),0.8,0.84,10,5,100,10,8
Mii Gunner,Fsmash (Final Hit),5,5.25,45,30,193,45,27
Mii Gunner,Usmash (Hit 1) (Hitbox 1),3,3.15,110,70,25,110,28
Mii Gunner,Usmash (Hit 1) (Hitbox 2),3,3.15,110,70,25,110,28
Mii Gunner,Usmash (Hit 1) (Hitbox 3),3,3.15,110,30,25,110,12
Mii Gunner,Usmash (Hit 1) (Hitbox 4),3,3.15,180,40,25,180,16
Mii Gunner,Usmash (Hit 2) (Hitbox 1),2.5,2.625,150,55,25,150,22
Mii Gunner,Usmash (Hit 2) (Hitbox 2),2.5,2.625,150,55,25,150,22
Mii Gunner,Usmash (Hit 2) (Hitbox 3),2.5,2.625,180,30,25,180,12
Mii Gunner,Usmash (Hit 3) (Hitbox 1),2.5,2.625,180,50,25,180,20
Mii Gunner,Usmash (Hit 3) (Hitbox 2),2.5,2.625,180,50,25,180,20
Mii Gunner,Usmash (Hit 3) (Hitbox 3),2.5,2.625,240,30,25,240,12
Mii Gunner,Usmash (Hit 4) (Hitbox 1),2.5,2.625,220,40,25,220,16
Mii Gunner,Usmash (Hit 4) (Hitbox 2),2.5,2.625,220,40,25,220,16
Mii Gunner,Usmash (Hit 4) (Hitbox 3),2.5,2.625,280,30,25,280,12
Mii Gunner,Usmash (Hit 5),6,6.3,90,50,150,90,32
Mii Gunner,Dsmash (Hit 1) (Hitbox 1),4,4.2,164,90,100,164,34
Mii Gunner,Dsmash (Hit 1) (Hitbox 2),4,4.2,164,110,100,164,40
Mii Gunner,Dsmash (Hit 1) (Hitbox 3),4,4.2,164,130,100,164,46
Mii Gunner,Dsmash (Hit 2),10,10.5,50,60,105,50,34
Mii Gunner,Fthrow,3,3.15,45,42,130,45,26
Mii Gunner,Bthrow,3,3.15,45,80,56,45,35
Mii Gunner,Uthrow,3,3.15,90,75,53,90,33
Mii Gunner,Dthrow,5,5.25,100,95,50,100,41
Mii Gunner,Nair,6,6.3,361,45,80,3.574770186,24
Mii Gunner,Fair,6,6.3,45,35,110,45,22
Mii Gunner,Fair (Late),4,4.2,70,50,80,70,25
Mii Gunner,Bair (Hitbox 1),12,12.6,361,30,88,0,22
Mii Gunner,Bair (Hitbox 2),12,12.6,361,42,88,14.00426832,26
Mii Gunner,Uair (Hit 1),1,1.05,140,45,100,140,20
Mii Gunner,Uair (Hitbox 1),1,1.05,366,25,100,366,14
Mii Gunner,Uair (Hitbox 2),1,1.05,96,25,100,96,14
Mii Gunner,Uair (Hitbox 3),1,1.05,130,25,100,130,14
Mii Gunner,Uair (Final Hit),3,3.15,72,40,170,72,28
Mii Gunner,Dair (Hitbox 1),10,10.5,361,30,90,0,20
Mii Gunner,Dair (Hitbox 2),15,15.75,270,2,90,270,13
Mii Gunner,Dair (Hitbox 3),15,15.75,361,30,90,6.825320264,24
Mii Gunner,Neutral 1: Charge Blast (No Charge),3,3.15,361,14,42,0,7
Mii Gunner,Neutral 1: Charge Blast (Full Charge),22,23.1,50,20,64,50,22
Mii Gunner,Neutral 2: Laser Blaze,4,4.2,361,3,100,0,7
Mii Gunner,Neutral 2: Laser Blaze (Late),3,3.15,361,3,100,0,7
Mii Gunner,Neutral 3: Grenade Launcher (Explosion),0.5,0.525,160,30,10,160,11
Mii Gunner,Neutral 3: Grenade Launcher (Final Hit),6,6.3,55,20,160,55,21
Mii Gunner,Side 1: Flame Pilar (Shot),4,4.2,80,40,80,80,21
Mii Gunner,Side 1: Flame Pillar (Pillar),6,6.3,45,40,70,45,21
Mii Gunner,Side 2: Stealth Burst (No Charge),7,7.35,65,20,95,65,15
Mii Gunner,Side 3: Mii Missile (Homing),4.5,4.725,0,26,22,0,11
Mii Gunner,Side 3: Mii Missile (Super),10,10.5,65,50,65,65,26
Mii Gunner,Up 1: Lunar Launch,7,7.35,55,50,100,55,28
Mii Gunner,Up 2: Cannon Uppercut (Hit 1) (Hitbox 1),9,9.45,270,5,100,270,11
Mii Gunner,Up 2: Cannon Uppercut (Hit 1) (Hitbox 2),9,9.45,110,60,85,110,31
Mii Gunner,Up 2: Cannon Uppercut (Hit 2),8,8.4,80,50,134,80,32
Mii Gunner,"Up 2: Cannon Uppercut (Hit 2, Late)",6,6.3,80,50,134,80,30
Mii Gunner,Down 1: Echo Reflector (Hitbox 1),2,2.1,10,60,30,10,25
Mii Gunner,Down 1: Echo Reflector (Hitbox 2),2,2.1,60,60,30,60,25
Mii Gunner,Down 2: Bomb Drop,2,2.1,361,70,50,27.6028028,30
Mii Gunner,Down 2: Bomb Drop (Contact),9,9.45,66,70,80,66,35
Mii Gunner,Down 3: Absorbing Vortex,0,0,361,30,100,0,18
Mii Swordfighter,Jab 1 (Hitbox 1),4,4.2,85,32,20,85,13
Mii Swordfighter,Jab 1 (Hitbox 2),4,4.2,50,32,20,50,13
Mii Swordfighter,Jab 1 (Hitbox 3),4,4.2,45,32,20,45,13
Mii Swordfighter,Jab 1 (Hitbox 4),4,4.2,45,32,20,45,13
Mii Swordfighter,Jab 2 (Hitbox 1),3,3.15,78,40,20,78,16
Mii Swordfighter,Jab 2 (Hitbox 2),3,3.15,96,40,20,96,16
Mii Swordfighter,Jab 2 (Hitbox 3),3,3.15,60,40,20,60,16
Mii Swordfighter,Jab 2 (Hitbox 4),3,3.15,60,40,20,60,16
Mii Swordfighter,Jab 3,5,5.25,55,70,50,55,31
Mii Swordfighter,Dash Attack,10,10.5,60,80,60,60,37
Mii Swordfighter,Dash Attack (Late),6,6.3,60,80,60,60,36
Mii Swordfighter,Ftilt,12,12.6,361,20,96,0,19
Mii Swordfighter,Utilt (Hitbox 1),7,7.35,95,30,122,95,22
Mii Swordfighter,Utilt (Hitbox 2),7,7.35,85,30,130,85,23
Mii Swordfighter,Utilt (Hitbox 3),7,7.35,85,30,123,85,22
Mii Swordfighter,Dtilt,8,8.4,65,50,80,65,26
Mii Swordfighter,Fsmash (Hitbox 1),15,15.75,361,30,100,12.34559394,26
Mii Swordfighter,Fsmash (Hitbox 2),14,14.7,361,30,100,8.757903727,25
Mii Swordfighter,Fsmash (Hitbox 3),16,16.8,361,30,99,15.57474783,27
Mii Swordfighter,Fsmash (Hitbox 4),14,14.7,361,30,100,8.757903727,25
